"John Glenn (D., Ohio), John McCain, (R., Ariz.) and Alan Cranston (D., Calif.) also received substantial contributions from Mr. Keating and sought to intervene on behalf of Lincoln.","O-John O-Glenn O-( O-D X-. O-, O-Ohio O-) O-, O-John O-McCain O-, O-( O-R X-. O-, O-Ari X-##z X-. O-) O-and O-Alan O-C X-##ran X-##ston B--LRB--( O-D X-. O-, O-Cal X-##if X-. O-) O-also O-received O-substantial O-contributions O-from O-Mr X-. O-Ke X-##ating O-and O-sought O-to O-intervene O-on O-behalf O-of O-Lincoln O-."
"The elections will be a rigorous test for the 45-year-old prime minister and Congress (I), which in various forms has ruled for 40 of India's 42 years of independence.","O-The O-elections O-will O-be O-a O-rigorous O-test O-for O-the O-45 X-- X-year X-- X-old O-prime O-minister O-and O-Congress B--LRB--( O-I O-) O-, O-which O-in O-various O-forms O-has O-ruled O-for O-40 O-of O-India O-' X-s O-42 O-years O-of O-independence O-."
"Even if the Congress (I) retains control of the government, Mr. Gandhi's ability to push through major initiatives might be hobbled by a thinner majority.","O-Even O-if O-the O-Congress B--LRB--( O-I O-) O-retains O-control O-of O-the O-government O-, O-Mr X-. O-Gandhi O-' X-s O-ability O-to O-push O-through O-major O-initiatives O-might O-be O-ho X-##bbled O-by O-a O-thinner O-majority O-."
"Most political analysts say that if Mr. Gandhi's opposition unites to field single candidates in most precincts, the Congress (I) will lose big.","O-Most O-political O-analysts O-say O-that O-if O-Mr X-. O-Gandhi O-' X-s O-opposition O-unite X-##s O-to O-field O-single O-candidates O-in O-most O-precinct X-##s O-, O-the O-Congress B--LRB--( O-I O-) O-will O-lose O-big O-."
"But if the opposition remains fractured, the Congress (I) could win a small majority, or lead a coalition government.","O-But O-if O-the O-opposition O-remains O-fractured O-, O-the O-Congress B--LRB--( O-I O-) O-could O-win O-a O-small O-majority O-, O-or O-lead O-a O-coalition O-government O-."
"""We don't like the Congress (I),"" says Sooraji Jath, a farmer in the western state of Gujarat.","O-"" O-We O-do O-n X-' X-t O-like O-the O-Congress B--LRB--( O-I O-) X-, X-"" O-says O-Soo X-##raj X-##i O-J X-##ath O-, O-a O-farmer O-in O-the O-western O-state O-of O-Gujarat O-."
The greatest thing going for Mr. Gandhi and the Congress (I) Party is the poor reputation of the opposition.,O-The O-greatest O-thing O-going O-for O-Mr X-. O-Gandhi O-and O-the O-Congress B--LRB--( O-I O-) O-Party O-is O-the O-poor O-reputation O-of O-the O-opposition O-.
"April 26, 1988: A parliamentary investigative committee dominated by the Congress (I) Party concludes that there were no middlemen in the deal and no payment to any Indian individual or company.","O-April O-26 O-, O-1988 O-: O-A O-parliamentary O-investigative O-committee O-dominated O-by O-the O-Congress B--LRB--( O-I O-) O-Party O-concludes O-that O-there O-were O-no O-middle X-##men O-in O-the O-deal O-and O-no O-payment O-to O-any O-Indian O-individual O-or O-company O-."
"Insurance-industry consultant Benjamin Zycher's attack on Proposition 103, the landmark insurance-reform initiative approved by Californians last November (""Insurance Fraud, California Style,"" Oct. 9) is much like the industry's unsuccessful $80 million campaign against the measure: distorted and often dishonest.","O-Insurance X-- X-industry O-consultant O-Benjamin O-Z X-##ych X-##er O-' X-s O-attack O-on O-Pro X-##position O-103 O-, O-the O-landmark O-insurance X-- X-reform O-initiative O-approved O-by O-California X-##ns O-last O-November B--LRB--( X-"" O-Insurance O-Fr X-##aud O-, O-California O-Style O-, X-"" O-Oct X-. O-9 O-) O-is O-much O-like O-the O-industry O-' X-s O-unsuccessful O-$ O-80 O-million O-campaign O-against O-the O-measure O-: O-distorted O-and O-often O-dish X-##ones X-##t O-."
"""You've got to give these chairmen the opportunity to see if they can work things out,"" said House Budget Committee Chairman Leon Panetta (D., Calif.).","O-"" O-You O-' X-ve O-got O-to O-give O-these O-chair X-##men O-the O-opportunity O-to O-see O-if O-they O-can O-work O-things O-out O-, X-"" O-said O-House O-Budget O-Committee O-Chairman O-Leon O-Pan X-##etta B--LRB--( O-D X-. O-, O-Cal X-##if X-. O-) O-."
"(Capitol Centre), Nov. 6; Philadelphia (Spectrum), Nov. 7; Worcester, Mass.","B--LRB--( O-Capitol O-Centre O-) O-, O-Nov X-. O-6 O-; O-Philadelphia O-( O-Spectrum O-) O-, O-Nov X-. O-7 O-; O-Worcester O-, O-Mass O-."
"The National Affordable Housing Act (Cranston-D'Amato), introduced earlier this year, erases the current mortgage guarantee ceiling of $101,250 and places a ""floating cap"" at 95% of the median home price in higher-cost areas.","O-The O-National O-A X-##ff X-##ord X-##able O-Housing O-Act B--LRB--( O-C X-##ran X-##ston X-- X-D X-' X-Am X-##ato O-) O-, O-introduced O-earlier O-this O-year O-, O-erase X-##s O-the O-current O-mortgage O-guarantee O-ceiling O-of O-$ O-101 X-, X-250 O-and O-places O-a O-"" O-floating O-cap O-"" O-at O-95 O-% O-of O-the O-median O-home O-price O-in O-higher X-- X-cost O-areas O-."
The new Financial Accounting Standards Board (FASB) was created in 1972 to replace the Accounting Principles Board of the American Institute of Certified Public Accountants.,O-The O-new O-Financial O-Accounting O-Standards O-Board B--LRB--( O-FA X-##SB O-) O-was O-created O-in O-1972 O-to O-replace O-the O-Accounting O-Principles O-Board O-of O-the O-American O-Institute O-of O-Certified O-Public O-A X-##cco X-##unta X-##nts O-.
The agreement also includes the purchase of Cross & Trecker's Warner & Swasey (Switzerland) AG unit by a European affiliate of Murata Machinery.,O-The O-agreement O-also O-includes O-the O-purchase O-of O-Cross O-& O-T X-##reck X-##er O-' X-s O-Warner O-& O-S X-##was X-##ey B--LRB--( O-Switzerland O-) O-AG O-unit O-by O-a O-European O-affiliate O-of O-Mu X-##rata O-Machine X-##ry O-.
"""What we're trying to explore now is how to protect these other issues,"" said House Budget Committee Chairman Leon Panetta (D., Calif.).","O-"" O-What O-we O-' X-re O-trying O-to O-explore O-now O-is O-how O-to O-protect O-these O-other O-issues O-, X-"" O-said O-House O-Budget O-Committee O-Chairman O-Leon O-Pan X-##etta B--LRB--( O-D X-. O-, O-Cal X-##if X-. O-) O-."
